,Name,Rating,Genre,Release Date,Runtime,Director,Url
3641,Neon Genesis Evangelion: Death and Rebirth,75.0,"Drama, Science Fiction, Animation",03/15/1997,1h 41m,Hideaki Anno,https://www.themoviedb.org/movie/21832
3642,Scooby-Doo! Stage Fright,78.0,"Family, Adventure, Animation, Comedy, Mystery",08/20/2013,1h 15m,William Hanna,https://www.themoviedb.org/movie/203696
3643,The Haunted,67.0,"Horror, Thriller, Mystery",01/23/2020,1h 15m,David Holroyd,https://www.themoviedb.org/movie/623034
3644,A Prayer Before Dawn,68.0,"Drama, Action, Crime",08/10/2018,1h 56m,Jean-Stéphane Sauvaire,https://www.themoviedb.org/movie/448776
3645,Vico C: The Life Of A Philosopher,75.0,Drama,08/17/2017,1h 31m,Eduardo Ortiz,https://www.themoviedb.org/movie/407650
3646,Blood of Redemption,48.0,"Drama, Action, Thriller, Crime",09/24/2013,1h 25m,Giorgio Serafini,https://www.themoviedb.org/movie/220820
3647,Lego Scooby-Doo!: Haunted Hollywood,74.0,"Animation, Family, Comedy",05/03/2016,1h 15m,Ken Spears,https://www.themoviedb.org/movie/392536
3648,The Map of Tiny Perfect Things,72.0,"Fantasy, Romance",02/12/2021,1h 39m,Lev Grossman,https://www.themoviedb.org/movie/672647
3649,RoboCop,58.0,"Science Fiction, Action",02/12/2014,1h 58m,Michael Miner,https://www.themoviedb.org/movie/97020
3650,Sin Nombre,76.0,"Drama, Action, Thriller, Crime",04/17/2009,1h 36m,Cary Joji Fukunaga,https://www.themoviedb.org/movie/21191
3651,Who Am I?,71.0,"Adventure, Action, Comedy, Thriller",01/17/1998,1h 48m,Jackie Chan,https://www.themoviedb.org/movie/8697
3652,Enemy at the Gates,74.0,"Drama, War, History",03/16/2001,2h 11m,Jean-Jacques Annaud,https://www.themoviedb.org/movie/853
3653,The Strangers: Prey at Night,56.0,"Horror, Thriller",03/09/2018,1h 25m,Johannes Roberts,https://www.themoviedb.org/movie/371608
3654,Danger Close: The Battle of Long Tan,70,"War, Action, Drama, History",08/08/2019,1h 59m,Kriv Stenders,https://www.themoviedb.org/movie/508664
3655,Beowulf,59.0,"Adventure, Action, Animation",11/05/2007,1h 55m,Robert Zemeckis,https://www.themoviedb.org/movie/2310
3656,City of Ember,63.0,"Adventure, Family, Fantasy",10/07/2008,1h 30m,Jeanne Duprau,https://www.themoviedb.org/movie/13600
3657,Christine,68.0,Horror,09/24/1985,1h 50m,John Carpenter,https://www.themoviedb.org/movie/8769
3658,The Old Guard,72.0,"Action, Fantasy",07/10/2020,2h 5m,Gina Prince-Bythewood,https://www.themoviedb.org/movie/547016
3659,Logan Lucky,67.0,"Action, Comedy, Crime, Drama",09/08/2017,1h 58m,Steven Soderbergh,https://www.themoviedb.org/movie/399170
3660,Downton Abbey,72.0,"Drama, Romance, History",09/13/2019,2h 2m,Julian Fellowes,https://www.themoviedb.org/movie/535544
3661,One Missed Call,62.0,"Horror, Thriller",11/03/2003,1h 52m,Yasushi Akimoto,https://www.themoviedb.org/movie/9694
3662,Outlaw King,68.0,"Action, History, Drama, War",11/09/2018,2h 2m,David Mackenzie,https://www.themoviedb.org/movie/454227
3663,The Condemned,61.0,"Action, Thriller",04/27/2007,1h 53m,Scott Wiper,https://www.themoviedb.org/movie/14636
3664,Stuck Together,60,Comedy,10/20/2021,2h 6m,Dany Boon,https://www.themoviedb.org/movie/785516
3665,Yogi Bear,56.0,"Comedy, Family, Animation, Adventure",12/17/2010,1h 20m,Eric Brevig,https://www.themoviedb.org/movie/41515
3666,A Good Man,51.0,Action,08/19/2014,1h 40m,Keoni Waxman,https://www.themoviedb.org/movie/286668
3667,Pete's Dragon,64.0,"Adventure, Family, Fantasy",08/12/2016,1h 43m,David Lowery,https://www.themoviedb.org/movie/294272
3668,Halloween II,65.0,"Horror, Thriller",10/30/1981,1h 32m,Rick Rosenthal,https://www.themoviedb.org/movie/11281
3669,Moms' Night Out,57.0,Comedy,05/09/2014,1h 38m,Jon Erwin,https://www.themoviedb.org/movie/252680
3670,Dead Space: Downfall,61.0,"Animation, Horror, Science Fiction, Thriller",10/28/2008,1h 14m,Chuck Patton,https://www.themoviedb.org/movie/13190
3671,She's the Man,68.0,"Comedy, Drama, Family, Romance",03/17/2006,1h 45m,Andy Fickman,https://www.themoviedb.org/movie/9655
3672,Drumline,69.0,"Drama, Romance, Comedy, Music",12/13/2002,1h 58m,Charles Stone III,https://www.themoviedb.org/movie/13497
3673,Robinson Crusoe,58.0,"Animation, Adventure, Comedy, Family",02/04/2016,1h 30m,Vincent Kesteloot,https://www.themoviedb.org/movie/368940
3674,The Only Living Boy in New York,63.0,Drama,08/11/2017,1h 28m,Marc Webb,https://www.themoviedb.org/movie/95608
3675,Dragons: Gift of the Night Fury,71.0,"Animation, Comedy, Adventure, Family",11/15/2011,22m,Tom Owens,https://www.themoviedb.org/movie/91417
3676,First Kill,57.0,"Action, Thriller, Crime",07/21/2017,1h 37m,Steven C. Miller,https://www.themoviedb.org/movie/410554
3677,Wanderlust,55.0,"Comedy, Romance",02/24/2012,1h 38m,David Wain,https://www.themoviedb.org/movie/50647
3678,Bicentennial Man,72.0,"Science Fiction, Comedy, Drama",12/17/1999,2h 11m,Chris Columbus,https://www.themoviedb.org/movie/2277
3679,Megalodon Rising,69.0,"Action, Science Fiction",08/27/2021,1h 26m,Brian Nowak,https://www.themoviedb.org/movie/866462
3680,Grappler Baki: The Ultimate Fighter,63.0,"Animation, Action",08/21/1994,45m,Keisuke Itagaki,https://www.themoviedb.org/movie/68449
3681,The Collector,66.0,"Horror, Thriller",07/31/2009,1h 28m,Marcus Dunstan,https://www.themoviedb.org/movie/21407
3682,Pound of Flesh,57.0,Action,05/07/2015,1h 44m,Ernie Barbarash,https://www.themoviedb.org/movie/326284
3683,Grand Isle,58.0,"Thriller, Action",12/06/2019,1h 37m,Stephen S. Campanelli,https://www.themoviedb.org/movie/560192
3684,Do You Do You Saint-Tropez,51.0,Comedy,07/14/2021,1h 29m,Nicolas Benamou,https://www.themoviedb.org/movie/611408
3685,Beautiful Creatures,60,"Fantasy, Drama, Romance",02/14/2013,2h 4m,Richard LaGravenese,https://www.themoviedb.org/movie/109491
3686,The Kid Who Would Be King,61.0,"Action, Adventure, Fantasy, Family",01/25/2019,2h,Joe Cornish,https://www.themoviedb.org/movie/454294
3687,47 Ronin,61.0,"Drama, Action, Adventure, Fantasy",12/25/2013,1h 59m,Carl Rinsch,https://www.themoviedb.org/movie/64686
3688,The Lion Woman,69.0,Drama,08/26/2016,2h 6m,Vibeke Idsøe,https://www.themoviedb.org/movie/377690
3689,Hope,20,,01/01/2011 (CY),6m,Stelana Kliris,https://www.themoviedb.org/movie/788483
3690,Starship Troopers: Invasion,59.0,"Animation, Action, Science Fiction",08/28/2012,1h 29m,Shinji Aramaki,https://www.themoviedb.org/movie/114478
3691,Yummy,63.0,"Horror, Comedy, Action",12/18/2019,1h 30m,Lars Damoiseaux,https://www.themoviedb.org/movie/633604
3692,Snatch,78.0,"Crime, Comedy",09/01/2000,1h 42m,Guy Ritchie,https://www.themoviedb.org/movie/107
3693,The Lake House,69.0,"Romance, Drama, Mystery",06/16/2006,1h 39m,Alejandro Agresti,https://www.themoviedb.org/movie/2044
3694,Batman Tech,69.0,Documentary,07/21/2008,45m,Steven C. Smith,https://www.themoviedb.org/movie/186579
3695,My Life in Ruins,61.0,"Comedy, Romance",06/05/2009,1h 35m,Donald Petrie,https://www.themoviedb.org/movie/23049
3696,Code 8,62.0,"Science Fiction, Action, Crime, Thriller, Drama",07/02/2020,1h 39m,Jeff Chan,https://www.themoviedb.org/movie/461130
3697,Once Upon a Time in Mexico,63.0,"Action, Drama, Mystery",09/11/2003,1h 42m,Robert Rodriguez,https://www.themoviedb.org/movie/1428
3698,I Am a Hero,73.0,"Action, Science Fiction, Fantasy, Horror",04/23/2016,2h 6m,Shinsuke Sato,https://www.themoviedb.org/movie/276624
3699,Hunter x Hunter: Phantom Rouge,72.0,"Animation, Adventure, Fantasy, Action",01/12/2013,1h 37m,Yuzo Sato,https://www.themoviedb.org/movie/211755
3700,Snitch,60,"Thriller, Drama, Action",02/22/2013,1h 52m,Ric Roman Waugh,https://www.themoviedb.org/movie/134411
3701,Ri¢hie Ri¢h,59.0,"Comedy, Family",12/21/1994,1h 35m,Donald Petrie,https://www.themoviedb.org/movie/11011
3702,Jarhead: Law of Return,65.0,War,10/01/2019,1h 43m,Don Michael Paul,https://www.themoviedb.org/movie/635744
3703,Midnight in the Switchgrass,61.0,"Crime, Mystery, Thriller, Action",07/23/2021,1h 39m,Randall Emmett,https://www.themoviedb.org/movie/693113
3704,The Animatrix,72.0,"Animation, Science Fiction",09/19/2003,1h 42m,Shinichiro Watanabe,https://www.themoviedb.org/movie/55931
3705,The Haunting,54.0,"Horror, Thriller, Fantasy, Mystery",07/23/1999,1h 53m,Jan de Bont,https://www.themoviedb.org/movie/11618
3706,Ringu 2,57.0,"Horror, Mystery, Science Fiction",01/23/1999,1h 32m,Hideo Nakata,https://www.themoviedb.org/movie/9669
3707,Airplane!,73.0,Comedy,07/02/1980,1h 28m,Jerry Zucker,https://www.themoviedb.org/movie/813
3708,Cheaper by the Dozen,63.0,"Comedy, Family",12/25/2003,1h 38m,Shawn Levy,https://www.themoviedb.org/movie/11007
3709,The Naked Gun: From the Files of Police Squad!,72.0,"Comedy, Crime",12/02/1988,1h 26m,David Zucker,https://www.themoviedb.org/movie/37136
3710,Just Friends,62.0,"Comedy, Romance",11/23/2005,1h 36m,Roger Kumble,https://www.themoviedb.org/movie/10033
3711,Ben 10: Secret of the Omnitrix,73.0,"Animation, Science Fiction, Family",08/10/2007,1h 11m,Scooter Tidwell,https://www.themoviedb.org/movie/15403
3712,Straight from the Barrio,78.0,"Drama, Action, Crime",10/10/2008,1h 47m,José Iván Santiago,https://www.themoviedb.org/movie/20093
3713,Legends of the Fall,74.0,"Adventure, Drama, Romance, War, Western",12/16/1994,2h 13m,Edward Zwick,https://www.themoviedb.org/movie/4476
3714,Species II,51.0,"Science Fiction, Action, Horror",04/10/1998,1h 33m,Dennis Feldman,https://www.themoviedb.org/movie/10216
3715,Diary of a Wimpy Kid: Dog Days,63.0,"Comedy, Family",08/03/2012,1h 34m,David Bowers,https://www.themoviedb.org/movie/82650
3716,Changeling,76.0,"Crime, Drama, Mystery",10/31/2008,2h 21m,Clint Eastwood,https://www.themoviedb.org/movie/3580
3717,Secretary,68.0,"Comedy, Drama, Romance",10/11/2002,1h 44m,Steven Shainberg,https://www.themoviedb.org/movie/11013
3718,Sadako,60,Horror,05/24/2019,1h 39m,Hideo Nakata,https://www.themoviedb.org/movie/583132
3719,Real Girl,62.0,Romance,09/14/2018,1h 54m,Tsutomu Hanabusa,https://www.themoviedb.org/movie/539073
3720,Jesus Christ Superstar,71.0,"Music, History, Drama",08/15/1973,1h 48m,Norman Jewison,https://www.themoviedb.org/movie/12545
3721,StarDog and TurboCat,73.0,"Animation, Comedy, Family",12/06/2019,1h 28m,Ben Smith,https://www.themoviedb.org/movie/515789
3722,After.Life,62.0,"Drama, Horror, Mystery, Thriller",08/26/2010,1h 44m,Agnieszka Wojtowicz-Vosloo,https://www.themoviedb.org/movie/36419
3723,The Tin Drum,70,"Drama, History, War",09/18/1979,2h 42m,Volker Schlöndorff,https://www.themoviedb.org/movie/659
3724,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,51.0,"Animation, Action",12/22/2005,26m,Hayato Date,https://www.themoviedb.org/movie/699174
3725,Despite Everything,60,Comedy,05/03/2019,1h 15m,Gabriela Tagliavini,https://www.themoviedb.org/movie/588001
3726,The Ultimate Gift,76.0,"Romance, Drama, Family",03/09/2007,1h 54m,Michael O. Sajbel,https://www.themoviedb.org/movie/14624
3727,Ong Bak 3,60,"Action, Adventure, History",05/05/2010,1h 35m,Panna Rittikrai,https://www.themoviedb.org/movie/43209
3728,Death Becomes Her,67.0,"Comedy, Fantasy, Horror",07/30/1992,1h 44m,David Koepp,https://www.themoviedb.org/movie/9374
3729,"Girl, Interrupted",76.0,Drama,01/14/2000,2h 7m,James Mangold,https://www.themoviedb.org/movie/3558
3730,Happy Death Day 2U,63.0,"Comedy, Horror, Science Fiction",02/13/2019,1h 40m,Christopher Landon,https://www.themoviedb.org/movie/512196
3731,Mortal Kombat: Annihilation,45.0,"Action, Fantasy, Science Fiction",11/21/1997,1h 35m,Lawrence Kasanoff,https://www.themoviedb.org/movie/9823
3732,A Trash Truck Christmas,66.0,"Animation, Adventure, Family",12/11/2020,28m,Eddie Rosas,https://www.themoviedb.org/movie/774810
3733,The Innkeepers,54.0,"Horror, Thriller",12/30/2011,1h 42m,Ti West,https://www.themoviedb.org/movie/58428
3734,"10,000 Days",27.0,Science Fiction,11/23/2014,1h 31m,Eric Small,https://www.themoviedb.org/movie/293082
3735,Gully,48.0,"Drama, Crime",06/04/2021,1h 21m,Nabil Elderkin,https://www.themoviedb.org/movie/514995
3736,Row 19,58.0,Horror,11/11/2021,1h 17m,Alexandr Babaev,https://www.themoviedb.org/movie/659384
3737,The Little Vampire,68.0,"Family, Adventure, Comedy, Fantasy",10/27/2000,1h 35m,Uli Edel,https://www.themoviedb.org/movie/24100
3738,RV,59.0,"Family, Comedy",04/28/2006,1h 39m,Barry Sonnenfeld,https://www.themoviedb.org/movie/9530
3739,Lethal Weapon 3,67.0,"Adventure, Action, Comedy, Thriller, Crime",05/15/1992,1h 58m,Richard Donner,https://www.themoviedb.org/movie/943
3740,Lesbian Love,82.0,,01/08/2012,1h 1m,Amir Assadi,https://www.themoviedb.org/movie/204450
3741,Lego DC Comics Super Heroes: The Flash,68.0,"Adventure, Animation, Comedy, Family, Science Fiction",02/13/2018,1h 18m,Ethan Spaulding,https://www.themoviedb.org/movie/504997
3742,The Baytown Outlaws,60,"Action, Comedy, Crime",01/29/2013,1h 38m,Barry Battles,https://www.themoviedb.org/movie/81446
3743,The Karate Kid Part III,59.0,"Action, Family, Drama, Adventure",06/29/1989,1h 52m,Robert Mark Kamen,https://www.themoviedb.org/movie/10495
3744,In the Shadow of the Moon,62.0,"Science Fiction, Thriller",09/28/2019,1h 55m,Jim Mickle,https://www.themoviedb.org/movie/530382
3745,Merry Madagascar,64.0,"Family, Animation",11/16/2009,30m,David Soren,https://www.themoviedb.org/movie/25472
3746,Soy Luna: The Last Concert,82.0,"Music, Documentary",02/26/2021,1h 31m,Carolina María García Fernández,https://www.themoviedb.org/movie/779783
3747,Mobile Suit Gundam Narrative,73.0,"Animation, Science Fiction, Action",11/30/2018,1h 30m,Shunichi Yoshizawa,https://www.themoviedb.org/movie/553610
3748,The Tragedy of Macbeth,71.0,"Drama, War",12/25/2021,1h 45m,Joel Coen,https://www.themoviedb.org/movie/591538
3749,A Fistful of Dollars,79.0,Western,09/12/1964,1h 39m,Sergio Leone,https://www.themoviedb.org/movie/391
3750,Redeeming Love,74.0,"Drama, History, Romance",01/21/2022,2h 14m,D. J. Caruso,https://www.themoviedb.org/movie/698508
3751,Instructions Not Included,77.0,"Comedy, Drama",07/20/2013,2h 2m,Eugenio Derbez,https://www.themoviedb.org/movie/211954
3752,"Paw Patrol: Ready, Race, Rescue!",70,"Animation, Family",08/02/2019,44m,Charles E. Bastien,https://www.themoviedb.org/movie/624620
3753,Tarzan & Jane,60,"Animation, Family",07/22/2002,1h 15m,Bob Tzudiker,https://www.themoviedb.org/movie/13683
3754,Stranded,48.0,Drama,01/02/2021,1h 23m,Victor Soares,https://www.themoviedb.org/movie/841793
3755,The Babadook,65.0,"Drama, Horror",05/22/2014,1h 34m,Jennifer Kent,https://www.themoviedb.org/movie/242224
3756,The Living Daylights,65.0,"Action, Adventure, Thriller",06/29/1987,2h 10m,John Glen,https://www.themoviedb.org/movie/708
3757,My Name Is Khan,81.0,"Drama, Romance",02/12/2010,2h 45m,Karan Johar,https://www.themoviedb.org/movie/26022
3758,Female Urologists 2,73.0,"Drama, Romance",02/20/2020,1h 11m,Kim Jin-woo-II,https://www.themoviedb.org/movie/677115
3759,Eagle Eye,64.0,"Mystery, Thriller, Action",09/25/2008,1h 58m,Dan McDermott,https://www.themoviedb.org/movie/13027
3760,The Other Boleyn Girl,66.0,"Drama, Romance",02/28/2008,1h 55m,Peter Morgan,https://www.themoviedb.org/movie/12184
3761,Elephant,71.0,"Crime, Drama",11/14/2003,1h 21m,Gus Van Sant,https://www.themoviedb.org/movie/1807
3762,Rosemary's Baby,78.0,"Drama, Horror",06/12/1968,2h 18m,Roman Polanski,https://www.themoviedb.org/movie/805
3763,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,65.0,"Action, Animation",04/28/2007,1h 35m,Toshiki Hirano,https://www.themoviedb.org/movie/114372
3764,The Wandering Earth,64.0,"Science Fiction, Action, Drama",02/05/2019,2h 6m,Frant Gwo,https://www.themoviedb.org/movie/535167
3765,Coach Carter,75.0,"Drama, History",01/14/2005,2h 16m,Thomas Carter,https://www.themoviedb.org/movie/7214
3766,An American Werewolf in London,74.0,"Horror, Comedy",08/21/1981,1h 37m,John Landis,https://www.themoviedb.org/movie/814
3767,Covet: Island of Desire,45.0,Romance,05/04/2017,1h 21m,Kim Jin-sung,https://www.themoviedb.org/movie/458083
3768,Legend of the Guardians: The Owls of Ga'Hoole,68.0,"Animation, Adventure, Family, Fantasy",09/24/2010,1h 37m,Zack Snyder,https://www.themoviedb.org/movie/41216
3769,P.S. I Love You,72.0,"Drama, Romance",12/21/2007,2h 6m,Richard LaGravenese,https://www.themoviedb.org/movie/6023
3770,Free Willy 3: The Rescue,63.0,"Family, Adventure",08/08/1997,1h 26m,Keith Walker,https://www.themoviedb.org/movie/18519
3771,Gremlins 2: The New Batch,64.0,"Comedy, Horror, Fantasy",06/15/1990,1h 46m,Joe Dante,https://www.themoviedb.org/movie/928
3772,Cardcaptor Sakura: The Movie,77.0,"Fantasy, Animation, Adventure, Action, Drama",08/21/1999,1h 21m,Morio Asaka,https://www.themoviedb.org/movie/26945
3773,Pokémon: Giratina and the Sky Warrior,68.0,"Family, Adventure, Animation, Fantasy",07/19/2008,1h 36m,Kunihiko Yuyama,https://www.themoviedb.org/movie/47292
3774,Ozzy,60,"Animation, Family",10/14/2016,1h 30m,Nacho La Casa,https://www.themoviedb.org/movie/411221
3775,Mandy,62.0,"Horror, Action, Thriller, Fantasy",09/13/2018,2h 2m,Panos Cosmatos,https://www.themoviedb.org/movie/460885
3776,Flight Crew,69.0,Action,04/21/2016,2h 18m,Nikolay Lebedev,https://www.themoviedb.org/movie/380111
3777,From Dusk Till Dawn,70,"Horror, Action, Thriller, Crime",01/19/1996,1h 48m,Robert Rodriguez,https://www.themoviedb.org/movie/755
3778,TEKKEN: Blood Vengeance,68.0,"Action, Animation, Science Fiction",09/03/2011,1h 40m,Youichi Mouri,https://www.themoviedb.org/movie/79516
3779,The Villainess,69.0,"Drama, Action",06/08/2017,2h 9m,Jung Byung-gil,https://www.themoviedb.org/movie/437109
3780,Gran Torino,80,Drama,12/09/2008,1h 56m,Nick Schenk,https://www.themoviedb.org/movie/13223
3781,Illang: The Wolf Brigade,64.0,"Science Fiction, Action, Thriller, Drama",07/25/2018,2h 20m,Kim Jee-woon,https://www.themoviedb.org/movie/467824
3782,Sin City,74.0,"Thriller, Action, Crime",04/01/2005,2h 4m,Frank Miller,https://www.themoviedb.org/movie/187
3783,Spread,54.0,"Comedy, Romance",01/17/2009,1h 37m,David Mackenzie,https://www.themoviedb.org/movie/19918
3784,Mr. Nobody,79.0,"Science Fiction, Drama, Romance, Fantasy",12/20/2011,2h 21m,Jaco Van Dormael,https://www.themoviedb.org/movie/31011
3785,Seven Samurai,85.0,"Action, Drama",04/26/1954,3h 27m,Akira Kurosawa,https://www.themoviedb.org/movie/346
3786,Total Recall,73.0,"Action, Adventure, Science Fiction",12/10/1990,1h 53m,Philip K. Dick,https://www.themoviedb.org/movie/861
3787,The Anomaly,50,"Thriller, Action, Science Fiction",07/04/2014,1h 37m,Noel Clarke,https://www.themoviedb.org/movie/269173
3788,Bridget Jones's Diary,68.0,"Comedy, Romance, Drama",04/13/2001,1h 37m,Helen Fielding,https://www.themoviedb.org/movie/634
3789,The Grudge,56.0,"Horror, Mystery",01/03/2020,1h 33m,Nicolas Pesce,https://www.themoviedb.org/movie/465086
3790,Rush,77.0,"Drama, Action",09/20/2013,2h 3m,Ron Howard,https://www.themoviedb.org/movie/96721
3791,Unleashed,69.0,"Action, Crime",02/02/2005,1h 43m,Luc Besson,https://www.themoviedb.org/movie/10027
3792,Johnny English Strikes Again,62.0,"Action, Adventure, Comedy",10/26/2018,1h 29m,Neal Purvis,https://www.themoviedb.org/movie/463272
3793,Darkest Hour,74.0,"Drama, History",01/19/2018,2h 5m,Joe Wright,https://www.themoviedb.org/movie/399404
3794,The Bucket List,72.0,"Drama, Comedy",01/11/2008,1h 37m,Rob Reiner,https://www.themoviedb.org/movie/7350
3795,Big Fish,78.0,"Adventure, Fantasy, Drama",03/26/2004,2h 5m,Tim Burton,https://www.themoviedb.org/movie/587
3796,After Yang,67.0,"Drama, Science Fiction",03/04/2022,1h 36m,Kogonada,https://www.themoviedb.org/movie/585378
3797,Jackass Number Two,65.0,"Action, Comedy, Documentary",09/22/2006,1h 32m,Jeff Tremaine,https://www.themoviedb.org/movie/12094
3798,The Lodge,61.0,"Drama, Horror, Thriller",01/16/2020,1h 48m,Veronika Franz,https://www.themoviedb.org/movie/474764
